Instance,Terminal,Layer,X location,Y location,Voltage
TAP_TAPCELL_ROW_8_64,VPWR,li1,18.6300,35.0530,1.799884
TAP_TAPCELL_ROW_7_63,VPWR,li1,57.2700,30.2260,1.799683
TAP_TAPCELL_ROW_7_62,VPWR,li1,31.5100,30.2260,1.799813
TAP_TAPCELL_ROW_6_61,VPWR,li1,44.3900,29.6130,1.799745
TAP_TAPCELL_ROW_6_60,VPWR,li1,18.6300,29.6130,1.799885
TAP_TAPCELL_ROW_5_59,VPWR,li1,57.2700,24.7860,1.799599
TAP_TAPCELL_ROW_5_58,VPWR,li1,31.5100,24.7860,1.799737
TAP_TAPCELL_ROW_4_57,VPWR,li1,44.3900,24.1730,1.799649
TAP_TAPCELL_ROW_4_56,VPWR,li1,18.6300,24.1730,1.799826
TAP_TAPCELL_ROW_3_55,VPWR,li1,57.2700,19.3460,1.799713
TAP_TAPCELL_ROW_3_54,VPWR,li1,31.5100,19.3460,1.799818
TAP_TAPCELL_ROW_2_53,VPWR,li1,44.3900,18.7330,1.799748
TAP_TAPCELL_ROW_2_52,VPWR,li1,18.6300,18.7330,1.799882
TAP_TAPCELL_ROW_1_51,VPWR,li1,57.2700,13.9060,1.799782
TAP_TAPCELL_ROW_1_50,VPWR,li1,31.5100,13.9060,1.799854
TAP_TAPCELL_ROW_0_49,VPWR,li1,57.2700,13.2930,1.799782
TAP_TAPCELL_ROW_0_48,VPWR,li1,44.3900,13.2930,1.799804
TAP_TAPCELL_ROW_0_47,VPWR,li1,31.5100,13.2930,1.799854
TAP_TAPCELL_ROW_0_46,VPWR,li1,18.6300,13.2930,1.799907
PHY_EDGE_ROW_22_Left_45,VPWR,li1,6.2100,73.4400,1.799913
PHY_EDGE_ROW_21_Left_44,VPWR,li1,6.2100,68.0000,1.799881
PHY_EDGE_ROW_20_Left_43,VPWR,li1,6.2100,68.0000,1.799881
PHY_EDGE_ROW_19_Left_42,VPWR,li1,6.2100,62.5600,1.799920
PHY_EDGE_ROW_18_Left_41,VPWR,li1,6.2100,62.5600,1.799920
PHY_EDGE_ROW_17_Left_40,VPWR,li1,6.2100,57.1200,1.799853
PHY_EDGE_ROW_16_Left_39,VPWR,li1,6.2100,57.1200,1.799853
PHY_EDGE_ROW_15_Left_38,VPWR,li1,6.2100,51.6800,1.799901
